"Date(UTC)","UnixTimeStamp","Value (Wei)","Value (ETH/USD)"
"7/9/2020","1594252800","47477907527","242.08"
"7/10/2020","1594339200","38637254876","241.21"
"7/11/2020","1594425600","33735159452","239.25"
"7/12/2020","1594512000","32085351933","242.84"
"7/13/2020","1594598400","50960828747","239.53"
"7/14/2020","1594684800","44351239353","240.44"
"7/15/2020","1594771200","51587477037","238.42"
"7/16/2020","1594857600","55735259161","233.61"
"7/17/2020","1594944000","58219936374","232.77"
"7/18/2020","1595030400","50656559485","235.84"
"7/19/2020","1595116800","54609003475","239.22"
"7/20/2020","1595203200","70536742504","236.16"
"7/21/2020","1595289600","75884344678","245.87"
"7/22/2020","1595376000","72342074874","264.32"
"7/23/2020","1595462400","81533077820","275.65"
"7/24/2020","1595548800","76416250014","279.60"
"7/25/2020","1595635200","82224184318","305.67"
"7/26/2020","1595721600","72868554221","311.47"
"7/27/2020","1595808000","96651241529","322.39"
"7/28/2020","1595894400","71667637214","317.47"
"7/29/2020","1595980800","74335028131","318.27"
"7/30/2020","1596067200","71596140466","335.25"
"7/31/2020","1596153600","78904447180","346.81"
"8/1/2020","1596240000","63846952921","387.41"
"8/2/2020","1596326400","79704212228","371.93"
"8/3/2020","1596412800","69980285209","386.10"
"8/4/2020","1596499200","59805862058","389.79"
"8/5/2020","1596585600","55170121710","401.12"
"8/6/2020","1596672000","60216328698","395.07"
"8/7/2020","1596758400","75118872696","379.57"
"8/8/2020","1596844800","68308662136","397.56"
"8/9/2020","1596931200","77549796325","390.28"
"8/10/2020","1597017600","118330751632","395.84"
"8/11/2020","1597104000","130226317248","378.94"
"8/12/2020","1597190400","223687371417","387.19"
"8/13/2020","1597276800","263647078854","424.97"
"8/14/2020","1597363200","214593972654","438.51"
"8/15/2020","1597449600","121279985669","432.63"
"8/16/2020","1597536000","103405893872","433.85"
"8/17/2020","1597622400","115609204834","431.26"
"8/18/2020","1597708800","132626960562","422.38"
"8/19/2020","1597795200","138374481225","407.85"
"8/20/2020","1597881600","116489744937","416.04"
"8/21/2020","1597968000","161842347101","387.98"
"8/22/2020","1598054400","107429133452","395.46"
"8/23/2020","1598140800","86163918808","390.72"
"8/24/2020","1598227200","98937713405","408.03"
"8/25/2020","1598313600","110741208100","383.34"
"8/26/2020","1598400000","93103481649","386.02"
"8/27/2020","1598486400","97826615038","383.18"
"8/28/2020","1598572800","93087752585","395.54"
"8/29/2020","1598659200","102907957139","398.79"
"8/30/2020","1598745600","211899164124","429.04"
"8/31/2020","1598832000","236124357466","434.10"
"9/1/2020","1598918400","445944863506","475.81"
"9/2/2020","1599004800","480096303210","439.83"
"9/3/2020","1599091200","391330863477","382.46"
"9/4/2020","1599177600","232290794845","385.91"
"9/5/2020","1599264000","276608264542","335.24"
"9/6/2020","1599350400","129483046259","352.69"
"9/7/2020","1599436800","112638419991","353.70"
"9/8/2020","1599523200","103774996937","337.45"
"9/9/2020","1599609600","120490254791","351.15"
"9/10/2020","1599696000","179314983224","368.09"
"9/11/2020","1599782400","147230410369","373.99"
"9/12/2020","1599868800","107402741783","387.88"
"9/13/2020","1599955200","120532907374","366.33"
"9/14/2020","1600041600","199500184878","377.24"
"9/15/2020","1600128000","186693081226","364.19"
"9/16/2020","1600214400","152924068259","365.19"
"9/17/2020","1600300800","538006886531","389.49"
"9/18/2020","1600387200","318642907595","384.66"
"9/19/2020","1600473600","174319934634","385.36"
"9/20/2020","1600560000","132890442848","371.06"
"9/21/2020","1600646400","176908105832","340.19"
"9/22/2020","1600732800","159389045782","344.25"
"9/23/2020","1600819200","128840734977","320.19"
"9/24/2020","1600905600","109209158178","349.18"
"9/25/2020","1600992000","102666573843","352.02"
"9/26/2020","1601078400","83509486824","354.21"
"9/27/2020","1601164800","86032333679","357.67"
"9/28/2020","1601251200","121961991712","354.01"
"9/29/2020","1601337600","153890704190","359.92"
"9/30/2020","1601424000","119863366771","359.86"
"10/1/2020","1601510400","100691869694","353.09"
"10/2/2020","1601596800","93806763969","345.83"
"10/3/2020","1601683200","79724495395","346.32"
"10/4/2020","1601769600","83002261988","352.67"
"10/5/2020","1601856000","90700178586","353.84"
"10/6/2020","1601942400","109232953367","340.85"
"10/7/2020","1602028800","85972225652","341.91"
"10/8/2020","1602115200","87114899986","351.20"
"10/9/2020","1602201600","80387358281","365.41"
"10/10/2020","1602288000","64197264627","370.88"
"10/11/2020","1602374400","49653860265","374.40"
"10/12/2020","1602460800","76063541206","386.91"
"10/13/2020","1602547200","75080099063","381.41"
"10/14/2020","1602633600","75643030426","379.04"
"10/15/2020","1602720000","74178882628","377.82"
"10/16/2020","1602806400","63068023041","365.58"
"10/17/2020","1602892800","36291623945","368.53"
"10/18/2020","1602979200","40183042347","378.44"
"10/19/2020","1603065600","56873119620","379.41"
"10/20/2020","1603152000","61935567910","368.83"
"10/21/2020","1603238400","74178258309","391.46"
"10/22/2020","1603324800","63311659678","414.50"
"10/23/2020","1603411200","58483044067","409.57"
"10/24/2020","1603497600","32203857762","412.52"
"10/25/2020","1603584000","33050174347","406.30"
"10/26/2020","1603670400","55960128939","393.11"
"10/27/2020","1603756800","43438225272","403.74"
"10/28/2020","1603843200","64546938423","388.77"
"10/29/2020","1603929600","68638448298","387.54"
"10/30/2020","1604016000","63336696249","382.76"
"10/31/2020","1604102400","40821601761","386.76"
"11/1/2020","1604188800","33958389367","396.49"
"11/2/2020","1604275200","59556293025","383.61"
"11/3/2020","1604361600","44994623512","388.17"
"11/4/2020","1604448000","36929765158","402.66"
"11/5/2020","1604534400","50351219255","416.89"
"11/6/2020","1604620800","59743475915","456.32"
"11/7/2020","1604707200","55699556300","435.82"
"11/8/2020","1604793600","29270287574","454.74"
"11/9/2020","1604880000","43036804081","444.45"
"11/10/2020","1604966400","50067322104","450.86"
"11/11/2020","1605052800","52469222811","463.91"
"11/12/2020","1605139200","58433082358","462.78"
"11/13/2020","1605225600","54834222262","476.87"
"11/14/2020","1605312000","34540619732","461.03"
"11/15/2020","1605398400","34544174003","448.51"
"11/16/2020","1605484800","47985935398","461.01"
"11/17/2020","1605571200","74866465876","482.71"
"11/18/2020","1605657600","80394403719","478.76"
"11/19/2020","1605744000","46783318521","471.82"
"11/20/2020","1605830400","68357121233","510.43"
"11/21/2020","1605916800","66371016498","552.26"
"11/22/2020","1606003200","62695231579","560.01"
"11/23/2020","1606089600","76578870525","609.13"
"11/24/2020","1606176000","93649625593","604.98"
"11/25/2020","1606262400","61060602390","569.40"
"11/26/2020","1606348800","142517747433","520.22"
"11/27/2020","1606435200","45168615208","518.83"
"11/28/2020","1606521600","34986023055","537.99"
"11/29/2020","1606608000","30780782615","576.00"
"11/30/2020","1606694400","78983988030","616.14"
"12/1/2020","1606780800","87210450983","586.23"
"12/2/2020","1606867200","44017238565","598.26"
"12/3/2020","1606953600","47047850997","616.55"
"12/4/2020","1607040000","54133415152","567.67"
"12/5/2020","1607126400","37247774997","596.93"
"12/6/2020","1607212800","36457991314","602.30"
"12/7/2020","1607299200","50119786947","591.36"
"12/8/2020","1607385600","64453892343","554.82"
"12/9/2020","1607472000","65315353811","573.44"
"12/10/2020","1607558400","56230297216","558.36"
"12/11/2020","1607644800","63672809905","544.14"
"12/12/2020","1607731200","42794623984","568.26"
"12/13/2020","1607817600","45496784769","590.72"
"12/14/2020","1607904000","63655438361","586.35"
"12/15/2020","1607990400","84560575140","589.17"
"12/16/2020","1608076800","83601467306","637.74"
"12/17/2020","1608163200","138817534460","643.16"
"12/18/2020","1608249600","74197672209","654.55"
"12/19/2020","1608336000","70165553145","658.70"
"12/20/2020","1608422400","44525185130","638.17"
"12/21/2020","1608508800","80001622383","607.90"
"12/22/2020","1608595200","66555945514","637.23"
"12/23/2020","1608681600","108363073898","585.25"
"12/24/2020","1608768000","89685037081","612.32"
"12/25/2020","1608854400","91695148943","626.83"
"12/26/2020","1608940800","66456740443","636.07"
"12/27/2020","1609027200","98656135135","683.98"
"12/28/2020","1609113600","114189559877","729.59"
"12/29/2020","1609200000","96068312188","731.55"
"12/30/2020","1609286400","113634752762","752.53"
"12/31/2020","1609372800","99481529136","737.15"
"1/1/2021","1609459200","66560418720","730.60"
"1/2/2021","1609545600","102605721507","774.90"
"1/3/2021","1609632000","170448206739","978.69"
"1/4/2021","1609718400","259308818014","1043.16"
"1/5/2021","1609804800","138143515214","1103.19"
"1/6/2021","1609891200","125109768991","1210.59"
"1/7/2021","1609977600","133169446656","1225.50"
"1/8/2021","1610064000","139786171813","1216.98"
"1/9/2021","1610150400","92563339823","1279.96"
"1/10/2021","1610236800","87310659101","1255.72"
"1/11/2021","1610323200","238075118250","1088.37"
"1/12/2021","1610409600","87031984990","1050.04"
"1/13/2021","1610496000","67945681638","1129.84"
"1/14/2021","1610582400","85478387564","1232.11"
"1/15/2021","1610668800","94274611075","1169.06"
"1/16/2021","1610755200","81160820583","1228.52"
"1/17/2021","1610841600","63895643119","1233.73"
"1/18/2021","1610928000","75294263372","1258.31"
"1/19/2021","1611014400","100880101955","1367.65"
"1/20/2021","1611100800","83504044289","1377.75"
"1/21/2021","1611187200","121058979442","1111.49"
"1/22/2021","1611273600","131621951860","1234.56"
"1/23/2021","1611360000","80179001262","1234.10"
"1/24/2021","1611446400","81094537437","1392.45"
"1/25/2021","1611532800","108165111899","1318.47"
"1/26/2021","1611619200","85152958296","1368.22"
"1/27/2021","1611705600","100000938092","1241.51"
"1/28/2021","1611792000","94810705889","1330.78"
"1/29/2021","1611878400","140718048076","1379.13"
"1/30/2021","1611964800","113279829168","1379.35"
"1/31/2021","1612051200","128793092351","1314.18"
"2/1/2021","1612137600","153670444525","1374.57"
"2/2/2021","1612224000","175725125692","1513.90"
"2/3/2021","1612310400","173452930944","1667.22"
"2/4/2021","1612396800","232624122045","1597.44"
"2/5/2021","1612483200","252332377959","1721.48"
"2/6/2021","1612569600","179640400255","1679.14"
"2/7/2021","1612656000","160070061791","1614.64"
"2/8/2021","1612742400","212876143856","1752.87"
"2/9/2021","1612828800","233573642120","1772.05"
"2/10/2021","1612915200","213088755493","1743.00"
"2/11/2021","1613001600","175206973615","1787.69"
"2/12/2021","1613088000","180073474689","1844.84"
"2/13/2021","1613174400","188806380037","1817.48"
"2/14/2021","1613260800","150406446159","1802.96"
"2/15/2021","1613347200","178714935402","1779.40"
"2/16/2021","1613433600","173040148593","1782.83"
"2/17/2021","1613520000","173353196892","1851.14"
"2/18/2021","1613606400","183087330179","1939.61"
"2/19/2021","1613692800","186185551001","1957.47"
"2/20/2021","1613779200","201536365984","1915.12"
"2/21/2021","1613865600","144972264178","1935.14"
"2/22/2021","1613952000","272678365073","1778.07"
"2/23/2021","1614038400","373797248353","1578.19"
"2/24/2021","1614124800","210130693063","1625.17"
"2/25/2021","1614211200","165093586374","1481.88"
"2/26/2021","1614297600","158443481334","1446.10"
"2/27/2021","1614384000","118466010557","1460.23"
"2/28/2021","1614470400","117851797297","1422.58"
"3/1/2021","1614556800","118599353229","1571.49"
"3/2/2021","1614643200","124935317747","1488.67"
"3/3/2021","1614729600","130985895074","1568.65"
"3/4/2021","1614816000","112789006531","1538.37"
"3/5/2021","1614902400","137793802658","1529.75"
"3/6/2021","1614988800","99200636716","1651.48"
"3/7/2021","1615075200","132472579830","1726.33"
"3/8/2021","1615161600","137159601599","1834.48"
"3/9/2021","1615248000","140390240389","1872.10"
"3/10/2021","1615334400","134143820746","1795.63"
"3/11/2021","1615420800","132247327143","1827.06"
"3/12/2021","1615507200","171780234615","1767.77"
"3/13/2021","1615593600","162674252399","1921.18"
"3/14/2021","1615680000","149068956179","1848.69"
"3/15/2021","1615766400","189463051239","1794.83"
"3/16/2021","1615852800","188700812770","1805.64"
"3/17/2021","1615939200","193802222899","1823.03"
"3/18/2021","1616025600","177580645455","1776.16"
"3/19/2021","1616112000","158800115050","1809.76"
"3/20/2021","1616198400","141122871221","1805.49"
"3/21/2021","1616284800","138089306566","1783.94"
"3/22/2021","1616371200","187501594542","1682.05"
"3/23/2021","1616457600","163876571793","1668.69"
"3/24/2021","1616544000","176580847487","1583.24"
"3/25/2021","1616630400","179094812700","1588.34"
"3/26/2021","1616716800","145286643587","1699.89"
"3/27/2021","1616803200","118832877161","1713.94"
"3/28/2021","1616889600","124092555106","1686.74"
"3/29/2021","1616976000","150489681921","1816.48"
"3/30/2021","1617062400","167319411691","1841.40"
"3/31/2021","1617148800","210893109900","1919.08"
"4/1/2021","1617235200","191869919452","1967.67"
"4/2/2021","1617321600","186231148818","2134.46"
"4/3/2021","1617408000","146063400928","2009.19"
"4/4/2021","1617494400","112039248727","2076.62"
"4/5/2021","1617580800","148795113225","2107.73"
"4/6/2021","1617667200","153265691515","2112.29"
"4/7/2021","1617753600","153647677894","1964.18"
"4/8/2021","1617840000","124438377904","2081.11"
"4/9/2021","1617926400","118854613506","2066.55"
"4/10/2021","1618012800","98446127075","2133.82"
"4/11/2021","1618099200","85229481055","2150.54"
"4/12/2021","1618185600","109282376325","2137.79"
"4/13/2021","1618272000","120270890177","2298.66"
"4/14/2021","1618358400","137756107863","2431.86"
"4/15/2021","1618444800","105013545945","2517.08"
"4/16/2021","1618531200","183796313660","2430.91"
"4/17/2021","1618617600","144966485762","2318.01"
"4/18/2021","1618704000","170181112745","2240.96"
"4/19/2021","1618790400","195797651762","2163.36"
"4/20/2021","1618876800","265510040331","2332.45"
"4/21/2021","1618963200","166325327588","2357.59"
"4/22/2021","1619049600","140016002618","2410.48"
"4/23/2021","1619136000","124223128337","2369.67"
"4/24/2021","1619222400","67652388873","2216.56"
"4/25/2021","1619308800","55417762177","2322.14"
"4/26/2021","1619395200","62694725054","2534.90"
"4/27/2021","1619481600","66938145405","2667.93"
"4/28/2021","1619568000","79191609660","2750.91"
"4/29/2021","1619654400","71836786969","2758.46"
"4/30/2021","1619740800","56781903115","2775.96"
"5/1/2021","1619827200","59677504645","2947.80"
"5/2/2021","1619913600","43095065217","2954.22"
"5/3/2021","1620000000","66900438914","3432.21"
"5/4/2021","1620086400","69098834782","3241.09"
"5/5/2021","1620172800","59385330566","3522.18"
"5/6/2021","1620259200","65942349676","3491.74"
"5/7/2021","1620345600","68346008307","3483.96"
"5/8/2021","1620432000","139807611958","3916.25"
"5/9/2021","1620518400","130671783382","3927.06"
"5/10/2021","1620604800","238385113212","3946.42"
"5/11/2021","1620691200","298765260904","4181.28"
"5/12/2021","1620777600","281829434837","3811.29"
"5/13/2021","1620864000","170566587929","3718.99"
"5/14/2021","1620950400","128797309542","4087.02"
"5/15/2021","1621036800","93121194895","3644.04"
"5/16/2021","1621123200","81298825948","3586.18"
"5/17/2021","1621209600","95485853591","3280.73"
"5/18/2021","1621296000","88032574764","3377.65"
"5/19/2021","1621382400","298784466223","2442.89"
"5/20/2021","1621468800","126958389431","2772.84"
"5/21/2021","1621555200","114601126841","2435.86"
"5/22/2021","1621641600","56329952594","2297.03"
"5/23/2021","1621728000","143673402773","2098.57"
"5/24/2021","1621814400","68467808560","2648.77"
"5/25/2021","1621900800","51922095681","2707.49"
"5/26/2021","1621987200","50146189154","2888.94"
"5/27/2021","1622073600","39437129759","2742.48"
"5/28/2021","1622160000","40891552216","2412.36"
"5/29/2021","1622246400","32976768948","2278.58"
"5/30/2021","1622332800","28081052885","2386.91"
"5/31/2021","1622419200","32279087412","2707.38"
"6/1/2021","1622505600","29750836207","2634.23"
"6/2/2021","1622592000","32350651721","2706.52"
"6/3/2021","1622678400","33572372136","2856.01"
"6/4/2021","1622764800","28918775826","2691.17"
"6/5/2021","1622851200","22233993451","2629.76"
"6/6/2021","1622937600","19356063389","2710.99"
"6/7/2021","1623024000","24527732392","2593.12"
"6/8/2021","1623110400","32504193436","2509.23"
"6/9/2021","1623196800","27685890070","2610.64"
"6/10/2021","1623283200","23897393010","2471.56"
"6/11/2021","1623369600","25834690110","2355.09"
"6/12/2021","1623456000","23189790716","2369.62"
"6/13/2021","1623542400","17507233384","2509.70"
"6/14/2021","1623628800","22658681944","2582.12"
"6/15/2021","1623715200","23075725137","2543.60"
"6/16/2021","1623801600","22743300318","2367.70"
"6/17/2021","1623888000","24807002704","2372.31"
"6/18/2021","1623974400","24274221643","2233.57"
"6/19/2021","1624060800","18577786601","2166.61"
"6/20/2021","1624147200","20783797940","2243.60"
"6/21/2021","1624233600","46590886180","1887.89"
"6/22/2021","1624320000","73163723292","1880.83"
"6/23/2021","1624406400","25285766550","1967.95"
"6/24/2021","1624492800","22090212482","1989.01"
"6/25/2021","1624579200","28010226315","1810.27"
"6/26/2021","1624665600","18761864623","1830.94"
"6/27/2021","1624752000","25645892227","1983.33"
"6/28/2021","1624838400","23714125368","2083.80"
"6/29/2021","1624924800","26266202579","2165.61"
"6/30/2021","1625011200","32002625993","2276.14"
"7/1/2021","1625097600","25133110011","2109.29"
"7/2/2021","1625184000","20722209911","2155.65"
"7/3/2021","1625270400","18841863418","2227.18"
"7/4/2021","1625356800","16413877925","2323.27"
"7/5/2021","1625443200","20318933757","2196.71"
"7/6/2021","1625529600","54871815247","2322.63"
"7/7/2021","1625616000","40369381391","2317.12"
"7/8/2021","1625702400","37478388049","2114.51"
"7/9/2021","1625788800","30266605013","2145.67"
"7/10/2021","1625875200","18988461455","2110.47"
"7/11/2021","1625961600","15796724325","2140.45"
"7/12/2021","1626048000","30407815045","2032.88"
"7/13/2021","1626134400","32450026038","1940.61"
"7/14/2021","1626220800","45974504881","1994.22"
"7/15/2021","1626307200","45196906108","1918.17"
"7/16/2021","1626393600","42029589044","1877.05"
"7/17/2021","1626480000","29976286417","1899.96"
"7/18/2021","1626566400","30497194578","1891.96"
"7/19/2021","1626652800","30440382000","1818.60"
"7/20/2021","1626739200","35422941438","1786.52"
"7/21/2021","1626825600","27173423658","1994.98"
"7/22/2021","1626912000","33177581738","2024.74"
"7/23/2021","1626998400","35451146095","2125.57"
"7/24/2021","1627084800","24896279188","2185.98"
"7/25/2021","1627171200","23442307403","2194.34"
"7/26/2021","1627257600","42016473026","2228.67"
"7/27/2021","1627344000","40656771727","2301.98"
"7/28/2021","1627430400","46698873266","2301.12"
"7/29/2021","1627516800","34329937499","2383.24"
"7/30/2021","1627603200","39490647512","2470.76"
"7/31/2021","1627689600","44287844806","2531.75"
"8/1/2021","1627776000","39568132114","2556.41"
"8/2/2021","1627862400","44396980231","2608.44"
"8/3/2021","1627948800","48965615995","2508.21"
"8/4/2021","1628035200","45772397433","2725.72"
"8/5/2021","1628121600","64498157332","2829.23"
"8/6/2021","1628208000","54095411950","2892.36"
"8/7/2021","1628294400","53823017552","3162.43"
"8/8/2021","1628380800","50740583150","3013.75"
"8/9/2021","1628467200","62245603314","3164.94"
"8/10/2021","1628553600","65215176708","3141.67"
"8/11/2021","1628640000","67302786720","3168.24"
"8/12/2021","1628726400","58916336779","3047.29"
"8/13/2021","1628812800","62916929886","3324.26"
"8/14/2021","1628899200","53617974436","3266.71"
"8/15/2021","1628985600","62553842764","3311.12"
"8/16/2021","1629072000","61227895718","3147.63"
"8/17/2021","1629158400","57136391227","3011.96"
"8/18/2021","1629244800","53671161049","3013.52"
"8/19/2021","1629331200","51748682012","3184.74"
"8/20/2021","1629417600","48398307664","3286.50"
"8/21/2021","1629504000","40395653415","3226.59"
"8/22/2021","1629590400","40824934168","3241.65"
"8/23/2021","1629676800","67801123728","3322.71"
"8/24/2021","1629763200","86798598845","3172.57"
"8/25/2021","1629849600","102281584369","3228.86"
"8/26/2021","1629936000","97977717090","3093.62"
"8/27/2021","1630022400","121232572405","3275.87"
"8/28/2021","1630108800","89483984349","3246.78"
"8/29/2021","1630195200","100686224824","3225.30"
"8/30/2021","1630281600","114338805789","3228.46"
"8/31/2021","1630368000","121467889345","3435.17"
"9/1/2021","1630454400","136212882273","3829.18"
